code,coding_system,description,entity,list_name,upload_date,medcode,CharlsonCategory
BBN5.00,Read,[m]clear cell sarcoma of tendons and aponeuroses,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63286,"Any tumour, leukaemia, lymphoma"
BBp1.00,Read,[m]mast cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94239,"Any tumour, leukaemia, lymphoma"
BBP1.00,Read,[m]mesothelioma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27509,"Any tumour, leukaemia, lymphoma"
BBp2.00,Read,[m]malignant mastocytosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67339,"Any tumour, leukaemia, lymphoma"
BBP3.11,Read,[m]sarcomatoid mesothelioma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104720,"Any tumour, leukaemia, lymphoma"
BBP5.00,Read,[m]epithelioid mesothelioma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,47734,"Any tumour, leukaemia, lymphoma"
BBP7.00,Read,[m]mesothelioma; biphasic type; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,86820,"Any tumour, leukaemia, lymphoma"
BBPX.00,Read,[m]mesothelioma; unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21770,"Any tumour, leukaemia, lymphoma"
BBQ0.00,Read,[m]dysgerminoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32191,"Any tumour, leukaemia, lymphoma"
BBQ1.00,Read,[m]seminomas,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7476,"Any tumour, leukaemia, lymphoma"
BBQ1000,Read,[m]seminoma; anaplastic type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57084,"Any tumour, leukaemia, lymphoma"
BBQ1100,Read,[m]spermatocytic seminoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35223,"Any tumour, leukaemia, lymphoma"
BBQ1z00,Read,[m]seminoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9859,"Any tumour, leukaemia, lymphoma"
BBQ3.00,Read,[m]embryonal carcinoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28941,"Any tumour, leukaemia, lymphoma"
BBQ4.00,Read,[m]endodermal sinus tumour,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37621,"Any tumour, leukaemia, lymphoma"
BBQ4.11,Read,[m]infantile embryonal carcinoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104147,"Any tumour, leukaemia, lymphoma"
BBQ4.12,Read,[m]orchioblastoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55658,"Any tumour, leukaemia, lymphoma"
BBQ4.14,Read,[m]yolk sac tumour,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20350,"Any tumour, leukaemia, lymphoma"
BBQ5.00,Read,[m]polyembryoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,102356,"Any tumour, leukaemia, lymphoma"
BBQ7200,Read,[m]teratoma; malignant; nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33636,"Any tumour, leukaemia, lymphoma"
BBQ7211,Read,[m]embryonal teratoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57087,"Any tumour, leukaemia, lymphoma"
BBQ7212,Read,[m]immature teratoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,43865,"Any tumour, leukaemia, lymphoma"
BBQ7213,Read,[m]teratoblastoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52493,"Any tumour, leukaemia, lymphoma"
BBQ7300,Read,[m]teratocarcinoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37542,"Any tumour, leukaemia, lymphoma"
BBQ7400,Read,[m]malignant teratoma; undifferentiated type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61542,"Any tumour, leukaemia, lymphoma"
BBQ7500,Read,[m]malignant teratoma; intermediate type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21682,"Any tumour, leukaemia, lymphoma"
BBQ9.00,Read,[m]dermoid cyst with malignant transformation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65861,"Any tumour, leukaemia, lymphoma"
BBQA100,Read,[m]struma ovarii; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71301,"Any tumour, leukaemia, lymphoma"
BBQA200,Read,[m]strumal carcinoid,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99800,"Any tumour, leukaemia, lymphoma"
BBQB.00,Read,[m]mixed germ cell tumour,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35071,"Any tumour, leukaemia, lymphoma"
BBr..00,Read,[m]leukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4637,"Any tumour, leukaemia, lymphoma"
BBr0.00,Read,[m]leukaemias unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40420,"Any tumour, leukaemia, lymphoma"
BBr0000,Read,[m]leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41734,"Any tumour, leukaemia, lymphoma"
BBr0100,Read,[m]acute leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6316,"Any tumour, leukaemia, lymphoma"
BBr0111,Read,[m]blast cell leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22071,"Any tumour, leukaemia, lymphoma"
BBr0112,Read,[m]blastic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64963,"Any tumour, leukaemia, lymphoma"
BBr0113,Read,[m]stem cell leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63570,"Any tumour, leukaemia, lymphoma"
BBr0200,Read,[m]subacute leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72179,"Any tumour, leukaemia, lymphoma"
BBr0300,Read,[m]chronic leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31750,"Any tumour, leukaemia, lymphoma"
BBr0400,Read,[m]aleukaemic leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72310,"Any tumour, leukaemia, lymphoma"
BBr0z00,Read,[m]leukaemia unspecified; nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59929,"Any tumour, leukaemia, lymphoma"
BBr2.00,Read,[m]lymphoid leukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48155,"Any tumour, leukaemia, lymphoma"
BBR2.00,Read,[m]choriocarcinoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67712,"Any tumour, leukaemia, lymphoma"
BBr2000,Read,[m]lymphoid leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,12146,"Any tumour, leukaemia, lymphoma"
BBr2011,Read,[m]lymphatic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20635,"Any tumour, leukaemia, lymphoma"
BBr2100,Read,[m]acute lymphoid leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37410,"Any tumour, leukaemia, lymphoma"
BBr2300,Read,[m]chronic lymphoid leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41500,"Any tumour, leukaemia, lymphoma"
BBr2500,Read,[m]prolymphocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46048,"Any tumour, leukaemia, lymphoma"
BBr2600,Read,[m]burkitt's cell leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50928,"Any tumour, leukaemia, lymphoma"
BBr2700,Read,[m]adult t-cell leukaemia/lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29335,"Any tumour, leukaemia, lymphoma"
BBr3.00,Read,[m]plasma cell leukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64618,"Any tumour, leukaemia, lymphoma"
BBR3.00,Read,[m]choriocarcinoma combined with teratoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54627,"Any tumour, leukaemia, lymphoma"
BBr3z00,Read,[m]plasma cell leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,110349,"Any tumour, leukaemia, lymphoma"
BBr4.00,Read,[m]erythroleukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46444,"Any tumour, leukaemia, lymphoma"
BBR4.00,Read,[m]malignant teratoma; trophoblastic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29945,"Any tumour, leukaemia, lymphoma"
BBr4000,Read,[m]erythroleukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70935,"Any tumour, leukaemia, lymphoma"
BBr4z00,Read,[m]erythroleukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100927,"Any tumour, leukaemia, lymphoma"
BBr6.00,Read,[m]myeloid leukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35697,"Any tumour, leukaemia, lymphoma"
BBr6000,Read,[m]myeloid leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71850,"Any tumour, leukaemia, lymphoma"
BBr6011,Read,[m]granulocytic leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37723,"Any tumour, leukaemia, lymphoma"
BBr6012,Read,[m]myelosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24317,"Any tumour, leukaemia, lymphoma"
BBr6100,Read,[m]acute myeloid leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,54585,"Any tumour, leukaemia, lymphoma"
BBr6200,Read,[m]subacute myeloid leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106483,"Any tumour, leukaemia, lymphoma"
BBr6300,Read,[m]chronic myeloid leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52942,"Any tumour, leukaemia, lymphoma"
BBr6311,Read,[m]naegeli-type monocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66694,"Any tumour, leukaemia, lymphoma"
BBr6500,Read,[m]neutrophilic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,112874,"Any tumour, leukaemia, lymphoma"
BBr6600,Read,[m]acute promyelocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57316,"Any tumour, leukaemia, lymphoma"
BBr6700,Read,[m]acute myelomonocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46263,"Any tumour, leukaemia, lymphoma"
BBr6800,Read,[m]chronic myelomonocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48049,"Any tumour, leukaemia, lymphoma"
BBr6900,Read,[m]juvenile myelomonocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108964,"Any tumour, leukaemia, lymphoma"
BBr6z00,Read,[m]other myeloid leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62330,"Any tumour, leukaemia, lymphoma"
BBr7000,Read,[m]basophilic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106197,"Any tumour, leukaemia, lymphoma"
BBr8.00,Read,[m]eosinophilic leukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57713,"Any tumour, leukaemia, lymphoma"
BBr8000,Read,[m]eosinophilic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71377,"Any tumour, leukaemia, lymphoma"
BBr8z00,Read,[m]eosinophilic leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107773,"Any tumour, leukaemia, lymphoma"
BBr9000,Read,[m]monocytic leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73088,"Any tumour, leukaemia, lymphoma"
BBrA.00,Read,[m]miscellaneous leukaemias,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73066,"Any tumour, leukaemia, lymphoma"
BBrA100,Read,[m]megakaryocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72222,"Any tumour, leukaemia, lymphoma"
BBrA111,Read,[m]thrombocytic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69299,"Any tumour, leukaemia, lymphoma"
BBrA300,Read,[m]myeloid sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96893,"Any tumour, leukaemia, lymphoma"
BBrA311,Read,[m]chloroma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93944,Metastatic tumour
BBrA312,Read,[m]granulocytic sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98009,"Any tumour, leukaemia, lymphoma"
BBrA400,Read,[m]hairy cell leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5915,"Any tumour, leukaemia, lymphoma"
BBrA500,Read,[m]acute megakaryoblastic leukaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49327,"Any tumour, leukaemia, lymphoma"
BBrA600,Read,[m]acute panmyelosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,102764,"Any tumour, leukaemia, lymphoma"
BBrA700,Read,[m]acute myelofibrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37487,"Any tumour, leukaemia, lymphoma"
BBrAz00,Read,[m]miscellaneous leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108316,"Any tumour, leukaemia, lymphoma"
BBrz.00,Read,[m]leukaemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42297,"Any tumour, leukaemia, lymphoma"
BBs1.00,Read,[m]acute panmyelosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,101271,"Any tumour, leukaemia, lymphoma"
BBT1.00,Read,[m]haemangiosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62348,"Any tumour, leukaemia, lymphoma"
BBT1.11,Read,[m]angiosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22650,"Any tumour, leukaemia, lymphoma"
BBT5.00,Read,[m]kupffer cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,113013,"Any tumour, leukaemia, lymphoma"
BBT7100,Read,[m]haemangioendothelioma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98322,"Any tumour, leukaemia, lymphoma"
BBTA.00,Read,[m]kaposi's sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27439,"Any tumour, leukaemia, lymphoma"
BBTD200,Read,[m]haemangiopericytoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105296,"Any tumour, leukaemia, lymphoma"
BBTK.00,Read,[m]epithelioid haemangioendothelioma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,38481,"Any tumour, leukaemia, lymphoma"
BBU1.00,Read,[m]lymphangiosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57729,"Any tumour, leukaemia, lymphoma"
BBV..00,Read,[m]osteomas and osteosarcomas,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39522,"Any tumour, leukaemia, lymphoma"
BBv0.00,Read,[m]monocytoid b-cell lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31749,"Any tumour, leukaemia, lymphoma"
BBV1.00,Read,[m]osteosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,8660,"Any tumour, leukaemia, lymphoma"
BBV..11,Read,[m]juxtacortical osteogenic sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99665,"Any tumour, leukaemia, lymphoma"
BBV1.11,Read,[m]osteoblastic sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49862,"Any tumour, leukaemia, lymphoma"
BBV1.12,Read,[m]osteochondrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59310,"Any tumour, leukaemia, lymphoma"
BBV1.13,Read,[m]osteogenic sarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5052,"Any tumour, leukaemia, lymphoma"
BBV..12,Read,[m]parosteal osteosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63571,"Any tumour, leukaemia, lymphoma"
BBV..13,Read,[m]periosteal osteogenic sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105275,"Any tumour, leukaemia, lymphoma"
BBv2.00,Read,[m]angiocentrict-cell lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27965,"Any tumour, leukaemia, lymphoma"
BBV2.00,Read,[m]chondroblastic osteosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24539,"Any tumour, leukaemia, lymphoma"
BBV3.00,Read,[m]fibroblastic osteosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21447,"Any tumour, leukaemia, lymphoma"
BBV4.00,Read,[m]telangiectatic osteosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22561,"Any tumour, leukaemia, lymphoma"
BBV5.00,Read,[m]osteosarcoma in paget's disease of bone,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60631,"Any tumour, leukaemia, lymphoma"
BBV9.00,Read,[m]myxoid chondrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4118,"Any tumour, leukaemia, lymphoma"
BBVA.00,Read,[m] small cell osteosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29337,"Any tumour, leukaemia, lymphoma"
BBW4.00,Read,[m]chondrosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7941,"Any tumour, leukaemia, lymphoma"
BBW4.11,Read,[m]fibrochondrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,68220,"Any tumour, leukaemia, lymphoma"
BBW6.00,Read,[m]juxtacortical chondrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63659,"Any tumour, leukaemia, lymphoma"
BBW8.00,Read,[m]chondroblastoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98559,"Any tumour, leukaemia, lymphoma"
BBW9.00,Read,[m]mesenchymal chondrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52684,"Any tumour, leukaemia, lymphoma"
BBX1.00,Read,[m]giant cell tumour of bone; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,68956,"Any tumour, leukaemia, lymphoma"
BBX1.11,Read,[m]giant cell bone sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50859,"Any tumour, leukaemia, lymphoma"
BBX1.12,Read,[m]osteoclastoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31673,"Any tumour, leukaemia, lymphoma"
BBX3.00,Read,[m]malignant giant cell tumour of soft parts,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99797,"Any tumour, leukaemia, lymphoma"
BBY0.00,Read,[m]ewing's sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4473,"Any tumour, leukaemia, lymphoma"
BBY0.11,Read,[m]endothelial bone sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49023,"Any tumour, leukaemia, lymphoma"
BBY1.00,Read,[m]adamantinoma of long bones,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,38593,"Any tumour, leukaemia, lymphoma"
BBY1.11,Read,[m]tibial adamantinoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67430,"Any tumour, leukaemia, lymphoma"
BBZ2.00,Read,[m]odontogenic tumour; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72443,"Any tumour, leukaemia, lymphoma"
BBZ2.11,Read,[m]intraosseous carcinoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93175,"Any tumour, leukaemia, lymphoma"
BBZC.00,Read,[m]ameloblastic odontosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46741,"Any tumour, leukaemia, lymphoma"
BBZF.11,Read,[m]adamantinoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63171,"Any tumour, leukaemia, lymphoma"
BBZG.00,Read,[m]ameloblastoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97593,"Any tumour, leukaemia, lymphoma"
BBZG.11,Read,[m]adamantinoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100267,"Any tumour, leukaemia, lymphoma"
BBZN.00,Read,[m]ameloblastic fibrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,68730,"Any tumour, leukaemia, lymphoma"
BBZN.11,Read,[m]odontogenic fibrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98483,"Any tumour, leukaemia, lymphoma"
Byu0.00,Read,[x]malignant neoplasm of lip; oral cavity and pharynx,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58973,"Any tumour, leukaemia, lymphoma"
Byu1.00,Read,[x]malignant neoplasm of digestive organs,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35180,"Any tumour, leukaemia, lymphoma"
Byu1000,Read,[x]other sarcomas of the liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,113084,"Any tumour, leukaemia, lymphoma"
Byu1100,Read,[x]other specified carcinomas of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,43490,"Any tumour, leukaemia, lymphoma"
Byu1200,Read,[x]malignant neoplasm of intestinal tract; part unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45766,"Any tumour, leukaemia, lymphoma"
Byu1300,Read,[x]malignant neoplsm/ill-defin sites within digestive system,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49292,"Any tumour, leukaemia, lymphoma"
Byu2.00,Read,[x]malignant neoplasm of respiratory and intrathoracic orga,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35325,"Any tumour, leukaemia, lymphoma"
Byu2000,Read,[x]malignant neoplasm of bronchus or lung; unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40595,"Any tumour, leukaemia, lymphoma"
Byu2100,Read,[x]malignant neoplasm/overlap lesion/heart;mediastinm+pleura,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66444,"Any tumour, leukaemia, lymphoma"
Byu2200,Read,[x]malignant neoplasm/upper resp tract; part unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111904,"Any tumour, leukaemia, lymphoma"
Byu2300,Read,[x]malignant neopl/overlapping les/resp+intrathoracic organs,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99096,"Any tumour, leukaemia, lymphoma"
Byu2400,Read,[x]malignant neoplasm/ill-defined sites within resp system,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,86997,"Any tumour, leukaemia, lymphoma"
Byu2500,Read,[x]malignant neoplasm of mediastinum; part unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50292,"Any tumour, leukaemia, lymphoma"
Byu3.00,Read,[x]malignant neoplasm of bone and articular cartilage,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40749,"Any tumour, leukaemia, lymphoma"
Byu3100,Read,[x]malignant neoplasm/bones+articular cartilage/limb;unspfd,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73296,"Any tumour, leukaemia, lymphoma"
